1724650319.5771794	{"bid": 39.655842876187684}
1724650319.5773613	{"bid": 42.68751510530509}
1724650319.5774796	{"bid": 41.110424846345346}
1724650319.578503	{"bid": 43.943727967570936}
1724650319.579297	{"bid": 41.569569178462686}
1724650319.5999918	{"bid": 43.95238111540058}
1724650319.6001813	{"bid": 46.250777751721444}
1724650319.6037006	{"bid": 44.91964371756803}
1724650319.6038172	{"bid": 46.87427597578097}
1724650319.604903	{"bid": 40.53160877728817}
1724650319.6243112	{"bid": 21.25370503602191}
1724650319.6243482	{"bid": 26.549568669561182}
1724650319.6250951	{"bid": 26.820986653661848}
1724650319.6264772	{"bid": 24.435025391232603}
1724650319.6268568	{"bid": 20.979188645044037}
1724650319.6520538	{"bid": 43.506545127588566}
1724650319.6562552	{"bid": 38.58083587641454}
1724650319.6564524	{"bid": 43.76392540908703}
1724650319.6567998	{"bid": 38.48795821738335}
1724650319.6582918	{"bid": 39.503321593523445}
1724650319.6838293	{"bid": 31.22673060463951}
1724650319.6843867	{"bid": 32.725610687225156}
1724650319.6845112	{"bid": 31.462627970697508}
1724650319.6890762	{"bid": 33.471545355674074}
1724650319.6891906	{"bid": 28.300034012434914}
1724650319.7142482	{"bid": 44.13678528205102}
1724650319.7154188	{"bid": 40.72742059527126}
1724650319.7176049	{"bid": 42.89615950411768}
1724650319.7181902	{"bid": 44.7692391532393}
1724650319.7193193	{"bid": 39.95833569751662}
1724650319.758803	{"bid": 39.197377291980295}
1724650319.759107	{"bid": 37.49547803189665}
1724650319.7640386	{"bid": 38.25952283294845}
1724650319.7646425	{"bid": 39.191291492079436}
1724650319.7647138	{"bid": 36.6257709512746}
1724650319.787497	{"bid": 33.03931787102046}
1724650319.7953146	{"bid": 33.45571798752025}
1724650319.7954628	{"bid": 37.9848629661675}
1724650319.7963295	{"bid": 39.328429159380086}
1724650319.7970357	{"bid": 36.33053786209659}
1724650319.8238115	{"bid": 28.731871745256267}
1724650319.8257024	{"bid": 26.087260151215045}
1724650319.8282616	{"bid": 26.188086517288237}
1724650319.82834	{"bid": 23.287292390332638}
1724650319.829195	{"bid": 25.58550814740452}
1724650319.8514068	{"bid": 41.806208929870444}
1724650319.8590932	{"bid": 41.71242654731436}
1724650319.8616042	{"bid": 41.41916640492634}
1724650319.862362	{"bid": 39.32603622700474}
1724650319.8628278	{"bid": 40.040724011891115}
